<ticker>,<per>,<date>,<time>,<open>,<high>,<low>,<close>,<vol>
AABVF,D,20180205,0.1363,0.1363,0.1354,0.1354,1200
AACAF,D,20180205,18.43,18.68,18.43,18.68,300
AACAY,D,20180205,191.7,193.83,187,190.2075,1800
AACS,D,20180205,0.001,0.001,0.001,0.001,0
AACTF,D,20180205,0.2,0.2059,0.1909,0.2059,101200
AAGC,D,20180205,0.0003,0.0003,0.0001,0.0002,760000
AAGH,D,20180205,0.0031,0.01,0.0031,0.0055,737900
AAGIY,D,20180205,32.81,32.81,31.62,31.878,371700
AAIGF,D,20180205,8.1,8.22,8,8,37900
AAIIQ,D,20180205,0.14,0.14,0.14,0.14,0
AAIR,D,20180205,0.0011,0.0011,0.0011,0.0011,0
AAMAF,D,20180205,2.72,2.72,2.72,2.72,0
AAMTF,D,20180205,0.65,0.65,0.491,0.491,10200
AAPH,D,20180205,0.0008,0.0008,0.0007,0.0008,245500
AAPJ,D,20180205,0.005,0.005,0.005,0.005,0
AAPT,D,20180205,0.0002,0.0003,0.0002,0.0002,5570300
AASP,D,20180205,0.7,0.7,0.7,0.7,0
AAST,D,20180205,0.0055,0.0055,0.0055,0.0055,0
AATDF,D,20180205,1.7,1.78,1.7,1.77,37400
AATRL,D,20180205,63.5,63.5,63.25,63.25,600
AATV,D,20180205,0.5,0.5,0.4999,0.4999,200
AAUKF,D,20180205,22.9,22.9,22.7269,22.7269,900
AAVXF,D,20180205,10.69,10.69,10.4,10.4,600
AAWC,D,20180205,0.0012,0.0012,0.0012,0.0012,0
ABAKF,D,20180205,3.5089,3.5089,3.5089,3.5089,1500
ABBB,D,20180205,12.75,12.75,12.75,12.75,0
ABBRF,D,20180205,0.1559,0.1559,0.1439,0.1517,28000
ABBY,D,20180205,0.0048,0.0048,0.0035,0.0035,402100
ABCAF,D,20180205,0.1101,0.1101,0.1101,0.1101,0
ABCCF,D,20180205,1.8,2.32,1.6454,1.9337,1556400
ABCE,D,20180205,0.0043,0.0043,0.0028,0.0028,1324000
ABCFF,D,20180205,0.187,0.195,0.16,0.17,111900
ABCP,D,20180205,0.325,0.325,0.325,0.325,0
ABCZF,D,20180205,17.5,17.69,17.495,17.54,5600
ABCZY,D,20180205,17.9025,17.9025,17.16,17.16,800
ABEPF,D,20180205,0.4293,0.439,0.4293,0.439,1100
ABGLF,D,20180205,2.77,2.77,2.77,2.77,0
ABHD,D,20180205,0.0125,0.0125,0.0125,0.0125,0
ABLT,D,20180205,485,485,485,485,0
ABLZF,D,20180205,26.6,26.6,26.6,26.6,200
ABMBF,D,20180205,0.061,0.061,0.061,0.061,0
ABMC,D,20180205,0.14,0.14,0.14,0.14,0
ABMT,D,20180205,0.18,0.18,0.18,0.18,0
ABNAF,D,20180205,0.1244,0.126,0.1138,0.1138,121400
ABNK,D,20180205,14.1,14.2,14.1,14.15,3400
ABNRY,D,20180205,16.62,16.76,16.3,16.41,22000
ABPR,D,20180205,0.0003,0.0003,0.0003,0.0003,0
ABRTY,D,20180205,12.18,12.37,11.48,11.48,6600
ABSSF,D,20180205,8.21,8.21,8.21,8.21,0
ABVG,D,20180205,0.0003,0.0004,0.0002,0.0004,1130145000
ABWN,D,20180205,2.1,2.1,1.9,1.9,205900
ACAN,D,20180205,2.705,2.94,2.61,2.835,79700
ACAR,D,20180205,6,6,6,6,100
ACAZF,D,20180205,14.7508,14.7508,14.7508,14.7508,200
ACBFF,D,20180205,6.24,8.2127,5.743,7.37,8404600
ACCA,D,20180205,0.52,0.52,0.441,0.51,2100
ACCR,D,20180205,0.0002,0.0002,0.0002,0.0002,0
ACCYY,D,20180205,11,11.045,10.66,10.79,16900
ACDSF,D,20180205,1.946,1.946,1.92,1.92,32500
ACDVF,D,20180205,18.61,18.96,18.5,18.521,11200
ACEYY,D,20180205,5,5,5,5,0
ACEZ,D,20180205,0.012,0.012,0.012,0.012,0
ACFL,D,20180205,0.21,0.21,0.21,0.21,1000
ACFN,D,20180205,0.2405,0.25,0.213,0.22,18300
ACGBF,D,20180205,0.6033,0.6033,0.6033,0.6033,100
ACGBY,D,20180205,14.88,15.34,14.8,14.94,24400
ACGI,D,20180205,0.0008,0.0008,0.0008,0.0008,0
ACGPF,D,20180205,28.7,28.7,28.7,28.7,0
ACGX,D,20180205,0.0018,0.0018,0.0015,0.0015,35121500
ACHFF,D,20180205,0.4718,0.4718,0.4718,0.4718,0
ACKAY,D,20180205,25.78,25.95,25.65,25.95,18200
ACKDF,D,20180205,4.98,4.98,4.98,4.98,0
ACKRF,D,20180205,0.046,0.046,0.046,0.046,6500
ACLLF,D,20180205,35.065,35.065,35.065,35.065,0
ACLZ,D,20180205,0.32,0.3326,0.32,0.32,12600
ACMB,D,20180205,2.92,2.92,2.92,2.92,500
ACMC,D,20180205,2.48,2.5,2.48,2.5,2000
ACMTA,D,20180205,20.5,20.5,20.5,20.5,0
ACNDF,D,20180205,0.86,0.86,0.86,0.86,0
ACNFF,D,20180205,30.8,30.8,30.8,30.8,0
ACNNF,D,20180205,1.16,1.18,1.04,1.04,358700
ACNV,D,20180205,0.003,0.003,0.003,0.003,0
ACOL,D,20180205,0.0133,0.0152,0.0125,0.0128,4594600
ACOPF,D,20180205,6.82,6.82,6.33,6.33,25500
ACPGF,D,20180205,0.4738,0.4738,0.4738,0.4738,0
ACRFF,D,20180205,54.9962,54.9962,54.825,54.825,8000
ACRL,D,20180205,0.0009,0.0009,0.0007,0.0007,53598900
ACRT,D,20180205,0.2404,0.27,0.24,0.27,18600
ACRVF,D,20180205,9.3424,9.3424,9.3424,9.3424,100
ACSAF,D,20180205,40,40,40,40,0
ACSAY,D,20180205,7.62,7.67,7.42,7.45,112700
ACSSF,D,20180205,4.5249,4.5249,4.5249,4.5249,0
ACTL,D,20180205,0.0001,0.0001,0.0001,0.0001,0
ACUIF,D,20180205,1.2052,1.2052,1.17,1.17,5700
ACUR,D,20180205,0.62,0.65,0.6,0.6,8600
ACUS,D,20180205,0.005,0.005,0.005,0.005,0
ACWRF,D,20180205,0.24,0.24,0.22,0.24,22000
ACXIF,D,20180205,94.09,94.09,94.09,94.09,0
ADAC,D,20180205,0.135,0.135,0.0901,0.105,1921900
ADAD,D,20180205,0.022,0.022,0.022,0.022,0
ADDDF,D,20180205,223.22,224.31,215,215,2900
ADDYY,D,20180205,110.56,111.16,106.36,106.64,45000
ADEXF,D,20180205,0.0007,0.0007,0.0007,0.0007,0
ADFS,D,20180205,0.0025,0.0037,0.0025,0.0036,171800
ADFT,D,20180205,1.09,1.64,1,1.46,7000
ADGL,D,20180205,0.0475,0.0475,0.0475,0.0475,0
ADHC,D,20180205,0.0011,0.0017,0.0011,0.0016,511000
ADKT,D,20180205,1550,1550,1550,1550,0
ADLI,D,20180205,0.0015,0.0015,0.0015,0.0015,500
ADMT,D,20180205,0.158,0.158,0.158,0.158,0
ADNY,D,20180205,0.0008,0.0008,0.0008,0.0008,0
ADOOY,D,20180205,9.62,9.62,9.62,9.62,0
ADPAS,D,20180205,0.0005,0.0005,0.0005,0.0005,0
ADPXY,D,20180205,13.855,13.855,13.855,13.855,0
ADRGF,D,20180205,0.06,0.06,0.06,0.06,0
ADRNY,D,20180205,21.88,21.96,21.27,21.465,79600
ADSV,D,20180205,0.0005,0.0005,0.0004,0.0005,1387500
ADTFF,D,20180205,0.0879,0.0879,0.0879,0.0879,0
ADTM,D,20180205,0.001,0.0012,0.0009,0.001,32876200
ADTR,D,20180205,0.3045,0.3045,0.3045,0.3045,0
ADVC,D,20180205,5.25,5.25,5.25,5.25,100
ADVT,D,20180205,0.0625,0.073,0.0485,0.0694,4518400
ADXDF,D,20180205,0.0169,0.0169,0.0169,0.0169,2000
ADXRF,D,20180205,0.0096,0.0096,0.0096,0.0096,15000
ADYNF,D,20180205,0.16,0.16,0.16,0.16,0
AEBZY,D,20180205,1.46,1.46,1.46,1.46,0
AEEI,D,20180205,0.015,0.015,0.015,0.015,0
AEEX,D,20180205,5,5.25,5,5.25,2400
AEGG,D,20180205,0.047,0.047,0.047,0.047,0
AEGOF,D,20180205,6.95,6.95,6.95,6.95,100
AEGXF,D,20180205,15.9394,15.9394,15.9394,15.9394,800
AEGY,D,20180205,0.0001,0.0001,0.0001,0.0001,40000
AELTF,D,20180205,1.85,1.85,1.85,1.85,0
AENG,D,20180205,0.0013,0.0013,0.0013,0.0013,0
AEPT,D,20180205,0.0569,0.057,0.045,0.05,380400
AERG,D,20180205,0.057,0.065,0.05,0.0599,121500
AERN,D,20180205,0.0001,0.0001,0.0001,0.0001,0
AERO,D,20180205,2.51,2.63,2.4,2.4,41700
AERS,D,20180205,0.013,0.013,0.013,0.013,0
AETUF,D,20180205,10.399,10.74,10.39,10.39,5700
AEXAF,D,20180205,158.05,158.05,158.05,158.05,0
AEXAY,D,20180205,30.55,30.89,29.85,29.92,5700
AEXE,D,20180205,0.0012,0.0012,0.001,0.0011,33403100
AEYE,D,20180205,0.25,0.259,0.199,0.2326,582800
AFBA,D,20180205,1.75,1.75,1.75,1.75,100
