<ticker>,<per>,<date>,<time>,<open>,<high>,<low>,<close>,<vol>
AACAY,D,20180511,15.7,15.7,15.52,15.55,38300
AACS,D,20180511,0.0016,0.0017,0.0015,0.0017,165000
AACTF,D,20180511,0.1381,0.1381,0.1381,0.1381,4000
AAGC,D,20180511,0.0005,0.0007,0.0004,0.0007,119156200
AAGH,D,20180511,0.016,0.016,0.016,0.016,0
AAGIY,D,20180511,37.18,37.51,37.18,37.51,282000
AAIGF,D,20180511,9.29,9.39,9.19,9.39,36400
AAIIQ,D,20180511,0.09,0.09,0.09,0.09,0
AAMTF,D,20180511,0.35,0.35,0.35,0.35,0
AANR,D,20180511,26.9,26.9,26.7,26.7,3700
AAPH,D,20180511,0.0007,0.0007,0.0006,0.0006,1856400
AAPT,D,20180511,0.0002,0.0002,0.0001,0.0001,1176000
AASP,D,20180511,0.8,0.8,0.8,0.8,0
AASZF,D,20180511,6.05,6.05,6.05,6.05,1000
AATDF,D,20180511,1.82,1.89,1.82,1.85,9300
AATRL,D,20180511,61.558,63,61.558,63,25200
AAUKF,D,20180511,24.5,25.75,24.5,25.08,1100
AAVXF,D,20180511,8.45,8.45,8.45,8.45,0
AAWC,D,20180511,0.0017,0.0017,0.0017,0.0017,40000
ABAKF,D,20180511,3.422,3.422,3.422,3.422,0
ABBB,D,20180511,12.25,12.5,12.25,12.5,2500
ABBRF,D,20180511,0.139,0.139,0.135,0.135,4100
ABBY,D,20180511,0.0063,0.0063,0.0063,0.0063,5000
ABCAF,D,20180511,0.123,0.123,0.123,0.123,0
ABCCF,D,20180511,1.205,1.23,1.19,1.22,270800
ABCE,D,20180511,0.0026,0.0029,0.0023,0.0026,3997400
ABCFF,D,20180511,0.167,0.1695,0.167,0.1695,4200
ABCP,D,20180511,0.52,0.52,0.52,0.52,1100
ABCZF,D,20180511,17.03,17.03,17.03,17.03,0
ABCZY,D,20180511,17.54,17.54,17.54,17.54,500
ABEPF,D,20180511,0.35,0.35,0.35,0.35,1000
ABHD,D,20180511,0.0085,0.0085,0.0085,0.0085,2000
ABLT,D,20180511,500,500,500,500,0
ABLYF,D,20180511,53.25,53.3,53.25,53.3,2700
ABLZF,D,20180511,23.9,23.9,23.9,23.9,0
ABMBF,D,20180511,0.0374,0.0374,0.0374,0.0374,500
