,0
0,0.07227241139680318
1,0.0380360009172207
2,0.017977528089887507
3,0.008928571428570287
4,0.07142857142818881
5,0.02685714285713714
6,0.2674242424242328
7,-0.11418347430058562
8,-0.8461538461538464
9,0.33928571428571397
10,0.10158730158730167
11,-0.46863636363636485
12,-0.07275953859804818
13,-0.040450170389599305
14,-0.014647887323946396
15,-0.07137681159420306
16,-0.3333333333338889
17,-0.1520000000000007
18,-0.06603773584914463
19,-0.004588775150017765
20,-0.3833333333333676
21,-0.006568930264932327
22,0.007194244604316502
23,2.076923076922604
24,-0.5681818181818672
25,0.04771328056288482
26,-0.2887931034482911
27,0.019831223628691497
28,-0.06313908285277381
29,0.058981233243967646
30,0.05619047619047124
31,-0.14609053497942404
32,1.911627906976677
33,-0.2222222222230863
34,-0.09531250000001423
35,-0.014353163361662036
36,-1.0103029524088925e-14
37,-0.21142857142861649
38,0.05041127694859049
39,-0.08113835906751432
40,-0.013313609467455634
41,0.007170542635658972
42,-0.1918158567774937
43,0.0016728002676482667
44,-0.12261146496815423
45,0.024831148192292485
46,0.05555555555496916
47,0.6796116504853826
48,0.08569454042847258
49,0.041095890410930425
50,-0.1255917571707047
51,-0.25000000000046885
52,0.019230769230765388
53,0.1315789473683615
54,0.1356136820925553
55,0.1340909090909066
56,0.1486486486486176
57,0.0679587213692423
58,-0.2769230769230825
59,-0.017845761631612667
60,-0.15252525252525329
61,1.8235294117643739
62,-0.007547169811321197
63,0.12676056338025
64,0.07142857142856363
65,-0.014282313734825136
66,0.014925373134252684
67,0.09999999999977982
68,0.011999999999986466
69,-0.03657362848893175
70,0.04409985703288144
71,0.10307725414245761
72,24.79310344826697
73,-0.5454545454547521
74,0.13677419354838705
75,-0.045091592296853
76,1.300469483567967
77,0.7380952380948245
78,0.07849999999999469
79,-0.25063184498736635
80,-0.0782721662877588
81,-0.040701364646144156
82,0.09649122807017507
83,-0.01661500309981523
84,0.014285714285712903
85,0.5974999999999941
86,-0.012261580381478288
87,1.399999999999829
88,-0.30027675276752774
89,0.03453169347209051
90,0.005692599620493288
91,0.013463892288861246
92,0.12679863957443116
93,0.10714285714281768
94,0.12259172904650906
95,-0.1400951814396193
96,-0.0173577627772451
97,-0.02732945986658264
98,0.1417322834645658
99,0.007126492711311272
100,0.13014367415260142
101,-0.5679611650485445
102,0.0953786906290115
103,0.1627906976743918
104,-0.16438356164384027
105,-0.06498194945848401
106,-0.6756756756756763
107,-0.19445896497648096
108,0.03486750348674872
109,-0.08466819221969013
110,-0.05821563899414406
111,-0.01647058823529446
112,0.15779092702169595
113,-0.038029224428624886
114,-0.3099009900990106
115,-0.2908277404921702
116,-0.09927721088435382
117,-0.009745127436281975
118,0.03783382789317513
119,-0.017412935323383172
120,0.013067828251393854
121,-0.014705882352941124
122,0.022211088844355187
123,0.03069977426636572
124,-0.4933008526187592
125,-0.12313674659753737
126,0.040748898678413914
127,-0.07142857142870407
128,-0.04120238403731613
129,-0.20805369127517825
130,-0.272819472616633
131,0.017527326819808398
132,0.20766773162939267
133,0.2012779552715651
134,-0.19505277044854874
135,-0.1938775510204097
136,-0.03229196522403743
137,0.26854460093895516
138,-0.32000000000027207
139,-0.05000000000023752
140,0.058278611632269994
141,-0.2211055276381928
142,-0.31972789115647027
143,-0.51194605009634
144,0.03079999999999994
145,-0.08894702419882872
146,0.22268041237113279
147,-0.2096551724137985
148,1.0435967302452225
149,-0.19506172839506375
150,-0.165517241379311
151,-0.07812500000002887
152,-0.15627405696689978
153,0.08122312470138549
154,-0.08904867256637172
155,-1.249000902703301e-13
156,-0.00173611111112848
157,-0.12462625713509101
158,0.03550165380374848
159,-0.046168958742632715
160,-0.0890811911427869
161,0.06005665722379616
162,-0.01825993555316885
163,-0.003911980440097662
164,-0.3221589004358052
165,-0.6256756756756807
166,-0.3003469052400951
167,-0.20000000000000395
168,-0.03905246103134319
169,1.2327044025155827
170,-0.2941176470588319
171,-0.20952380952380978
172,-0.16425470332851533
173,-0.17910447761195258
174,0.0251916757940851
175,-0.36470942034433507
176,-0.4974838245866319
177,-0.004189230612036465
178,0.19999999999999973
179,0.1299368088467614
180,-0.1250000000005469
181,-0.09015302727877583
182,0.026861089792785897
183,0.019230769230769162
184,0.16197183098590195
185,0.06417112299465222
186,0.03149955634427681
187,-0.12178847694899197
188,-0.03703703703703776
189,0.48447204968934887
190,-0.244281045751637
191,-0.09112709832134314
192,-0.11705410409380956
193,0.008601768491510065
194,0.361111111110733
195,-0.285929270127921
196,-0.0501193317422437
197,0.04426229508195023
198,-0.23218989120816202
199,-0.31578947368430066
200,-0.25517241379310396
201,-0.025000000000002354
202,0.03767123287671237
203,-0.030920590302178752
204,0.003567181926278362
205,0.17703862660944192
206,-0.15492957746479852
207,0.008474576271143786
208,0.3043478260868149
209,-0.009032943676939631
210,-0.17904255319148943
211,-0.001426794468427528
212,0.11494736842104802
213,0.19999999999984008
214,0.030769230769229772
215,-0.13636363636402904
216,0.502209131075108
217,0.12344729031548862
218,-0.10646387832699622
219,-0.022265246853823917
220,-0.026252983293556187
221,-0.07843137254902144
222,-0.20546558704453466
223,0.08412441930923031
224,0.07613778705636731
225,-0.031169940222032566
226,-0.09189985272459522
227,-0.07368421052632068
228,-0.009067357512954066
229,0.09780219780219768
230,-0.0014285714285716677
231,-0.05797101449275488
232,-0.08433734939759074
233,-0.18493150684931625
234,0.006763059701492491
235,-0.050312729948491564
236,-0.15121951219512286
237,-0.07272727272727375
238,-0.021021021021021435
239,0.2782804767343112
240,0.09745605386429212
241,0.1171875
242,-0.003908504708346472
243,-0.07929724596391263
244,0.09344581440622979
245,-0.11472930290493377
246,-0.4591836734694429
247,0.024137931034482474
248,-0.2975206611570277
249,-0.058343057176196256
250,-0.1125158027812897
251,0.00786627335299861
252,-0.09885172241637574
253,-0.02904564315353042
254,-0.10771065182829909
255,-0.030864197530864224
256,0.04872594198969904
257,0.11064621106462114
258,0.04999999999947491
259,0.1399100766992858
260,-0.01679929266136182
261,0.12499999999999867
262,-0.04924102184376167
263,3.4444444444444278
264,2.1739130434782563
265,-0.0032220174786367073
