,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker
958,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY,SMSEY
959,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY,SMSMY
960,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF,SNIPF
961,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY,SNMRY
962,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY,SNPHY
963,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV,SNWV
964,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE,SODE
965,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY,SOMLY
966,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY,SOMMY
967,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY,SONVY
968,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY,SOUHY
969,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY,SPKKY
970,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF,SPLIF
971,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF,SPOXF
972,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN,SPRN
973,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF,SPRWF
974,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF,SPVEF
975,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR,SPYR
976,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY,SRGHY
977,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF,SRHIF
