,0
0,0.07077464788732368
1,0.027865555874748704
2,0.01123595505617958
3,-0.08613978676595102
4,0.14999999999942482
5,0.05008635578583176
6,0.22745901639343424
7,-0.1365996106424402
8,-0.9496538703587163
9,0.08411214953270996
10,0.11310008136696492
11,-0.34210526315789647
12,-0.0820105820105822
13,-0.06870534257963357
14,-0.07042253521127007
15,-0.07517985611510813
16,-0.3076923076928403
17,-0.25105058365758814
18,-0.07476635514027319
19,-0.0012909282948014855
20,-0.43661971830988555
21,-0.016989771900543404
22,-0.030756372753865446
23,2.0303030303025715
24,-0.2884615384616752
25,0.0052977325704599565
26,-0.1553398058252632
27,0.03829787234042503
28,-0.09015535627289317
29,0.08288997739261506
30,-0.04000000000000481
31,-0.1329111338100104
32,1.50501002004003
33,-0.4545454545459505
34,-0.07142857142858472
35,-0.04340536512667659
36,0.05263157894735726
37,-0.11515151515156874
38,0.06542676851544327
39,-0.0781202780296163
40,-0.03646973012399701
41,0.005411673753382251
42,-0.21231155778894506
43,-0.017126704356501543
44,-0.12898503578399623
45,0.026589364254298253
46,0.058823529411141884
47,1.0999999999999304
48,0.08500345542501697
49,0.0459459459459175
50,-0.15400410677618093
51,-0.45833333333355897
52,-0.011111111111114735
53,0.4055944055943075
54,0.10167039326581606
55,0.1363636363636338
56,0.07769423558894539
57,0.027625684420109486
58,-0.3084615384615439
59,-0.04171855541718561
60,-0.19597989949748817
61,1.5168539325839872
62,0.007633587786259222
63,0.07042253521123754
64,0.19545454545453644
65,-0.008254346272922208
66,-7.51620987671231e-14
67,-0.13793103448290722
68,-0.022556390977458318
69,-0.039339485186983936
70,0.03445584299732252
71,0.11198086540552299
72,19.999999999994
73,-0.44444444444475306
74,0.1536952256376718
75,-0.06442577030812346
76,1.7937499999998252
77,0.7317073170727484
78,0.1345868381989057
79,-0.19935095039406958
80,-0.12132822477650329
81,-0.03888888888888897
82,0.08695652173913015
83,0.04112496683470268
84,-0.02158273381295095
85,0.5344827586206844
86,0.0068965517241310614
87,1.0074074074072588
88,-0.30996309963099633
89,0.03364928909952569
90,0.0025357431885622006
91,-2.220446049250313e-16
92,0.13056457985775727
93,-0.014084507042281147
94,0.10948108632395726
95,-0.1349583828775267
96,0.0019354838709644273
97,-0.023454157782518137
98,0.1417322834645658
99,0.030927835051546504
100,0.11017425519955037
101,-0.5338900757428637
102,0.10325390725083272
103,0.2588235294117349
104,-0.19767441860465562
105,-0.08407871198568884
106,-0.6756756756756763
107,-0.2033299697275519
108,0.11208024422154228
109,-0.10532276330691837
110,-0.06228610540725543
111,-0.005980861244019198
112,0.09073359073359066
113,-0.06286982248520712
114,-0.34762376237623827
115,-0.3122222222222223
116,-0.10957469097003969
117,-0.004185692541857078
118,0.03248670998228009
119,-0.019900497512437942
120,-0.04089219330855598
121,-0.009645061728395077
122,0.0606162089752178
